Date,Predicted_Conso_kWh,lag_1,lag_7,rolling_mean_7,rolling_mean_30
2014-01-13,14.065760463368893,14.8174580321447,13.0160385919836,13.2800241711723,14.143172198910749
2014-01-14,13.736681643243063,14.065760463368893,12.705021425,13.429984438513056,14.16431897630876
2014-01-15,13.715635460689015,13.736681643243063,12.9862527098631,13.577364469690636,14.164263126297815
2014-01-16,13.734220867480847,13.715635460689015,12.7020582372112,13.68156200552291,14.15839549903507
2014-01-17,13.899079530999476,13.734220867480847,12.99151987534,13.829013809847144,14.171276670689197
2014-01-18,13.874266072301166,13.899079530999476,13.7418203266635,13.958665189227068,14.186914321698701
2014-01-19,13.871887301247938,13.874266072301166,14.8174580321447,13.977586010032452,14.207273667370641
2014-01-20,13.819700052069038,13.871887301247938,14.065760463368893,13.8425044770472,14.227153720102717
2014-01-21,13.639121559045373,13.819700052069038,13.736681643243063,13.80735298971865,14.225423007647878
2014-01-22,13.60773315645902,13.639121559045373,13.715635460689015,13.793415834833265,14.161197297663673
2014-01-23,13.804602650308418,13.60773315645902,13.734220867480847,13.778001219943265,14.12274054549802
2014-01-24,13.888265428557618,13.804602650308418,13.899079530999476,13.788055760347204,14.03903134848449
2014-01-25,13.77115447572097,13.888265428557618,13.874266072301166,13.786510888569795,13.970363863504286
2014-01-26,13.78666312437272,13.77115447572097,13.871887301247938,13.771780660486911,13.833342232856685
2014-01-27,13.661699167965134,13.78666312437272,13.819700052069038,13.759605778076166,13.77998760118015
2014-01-28,13.68119115129113,13.661699167965134,13.639121559045373,13.73703422320418,13.725181382969465
2014-01-29,13.736625759672856,13.68119115129113,13.60773315645902,13.743044164953574,13.699446325893458
2014-01-30,13.780067178287396,13.736625759672856,13.804602650308418,13.761457393984122,13.671137899001598
2014-01-31,13.74818315329265,13.780067178287396,13.888265428557618,13.757952326552545,13.670071190394129
2014-02-01,13.810135961562718,13.74818315329265,13.77115447572097,13.737940572943264,13.660991774658218
2014-02-02,13.806591551465514,13.810135961562718,13.78666312437272,13.743509356634943,13.684995354305547
2014-02-03,13.673521465168163,13.806591551465514,13.661699167965134,13.746356274791056,13.700953405806779
2014-02-04,13.636406879776297,13.673521465168163,13.68119115129113,13.74804517439149,13.67321165910317
2014-02-05,13.741653788068543,13.636406879776297,13.736625759672856,13.741647421317944,13.656978775085047
2014-02-06,13.79886973027532,13.741653788068543,13.780067178287396,13.742365711088755,13.68116594828788
2014-02-07,13.720481307667715,13.79886973027532,13.74818315329265,13.745051789944172,13.717627558463727
2014-02-08,13.822545648316774,13.720481307667715,13.810135961562718,13.741094383426324,13.742101845057215
2014-02-09,13.823881065525526,13.822545648316774,13.806591551465514,13.742867195819759,13.779451425427398
2014-02-10,13.628732392500842,13.823881065525526,13.673521465168163,13.745337126399763,13.807196798433585
2014-02-11,13.641327663583274,13.628732392500842,13.636406879776297,13.738938687447288,13.803427200628162
2014-02-12,13.748156641147038,13.641327663583274,13.741653788068543,13.739641656562569,13.76422285500945
2014-02-13,13.763731078918516,13.748156641147038,13.79886973027532,13.740570635573784,13.753636060935385
